B_avg_DISTANCE_landed,R_avg_opp_SIG_STR_pct,R_age,B_avg_CTRL_time(seconds),B_avg_opp_SIG_STR_pct,B_avg_HEAD_att,B_avg_opp_LEG_att,B_age,B_avg_DISTANCE_att,R_losses,R_avg_opp_HEAD_landed,R_avg_opp_LEG_att,R_avg_LEG_att,B_avg_GROUND_att,R_avg_GROUND_landed,R_avg_opp_BODY_landed,R_avg_SUB_ATT,R_avg_opp_DISTANCE_att,R_avg_BODY_landed,R_avg_opp_CTRL_time(seconds)
5.37554931640625,0.416875,26.0,182.4146728515625,0.436365966796875,20.7999267578125,1.791259765625,35.0,15.76708984375,1.0,5.59375,14.3125,3.78125,9.510986328125,13.375,4.21875,1.125,51.09375,4.53125,127.21875
22.625,0.39125,31.0,120.03125,0.580625,79.46875,10.0,25.0,80.09375,2.0,41.5,4.625,15.21160888671875,7.71875,2.5,8.25,0.125,126.8125,13.96875,176.0
31.625,0.3783984375,33.0,26.3125,0.4578125,63.03125,7.03125,29.0,73.4375,3.0,10.80859375,2.6640625,0.11328125,0.0625,3.63671875,1.453125,0.2578125,36.56640625,3.91015625,147.32421875
33.7159423828125,0.3423942279815674,32.0,55.619140625,0.296651611328125,105.3909912109375,3.0380859375,30.0,120.34716796875,5.0,19.89970016479492,12.582313537597656,8.472800254821777,2.896484375,13.375,3.2443065643310547,0.0391845703125,78.44107627868652,9.8025484085083,154.56170177459717
15.25,0.44171875,29.0,53.25,0.245,37.0,1.75,35.0,25.75,3.0,8.96875,1.28125,0.875,0.0,2.203125,3.0,0.0,22.96875,2.9375,20.28125
7.0,0.0825,39.0,120.5,0.24625,34.0,1.8125,35.0,27.0,3.0,0.125,0.125,0.5,1.5360107421875,2.0,0.0,0.0,0.5,0.0,0.0
14.0,0.515,33.0,175.515127658844,0.34359375,79.59375,9.5,24.0,62.58200073242188,4.0,35.28125,14.3125,4.625,14.0,3.375,12.875,0.03125,103.09375,13.96875,79.5625
30.0,0.215,31.0,98.0,0.44,63.75,13.8046875,33.0,77.25,1.0,18.0,2.5,3.5,1.5,7.5,2.5,0.0,46.0,2.0,238.5
15.609375,0.4600390625,27.0,32.875,0.605,51.59375,4.78125,29.0,42.4140625,2.0,19.30859375,3.23828125,11.60546875,9.265625,5.42578125,4.05078125,0.140625,53.453125,2.20703125,34.59765625
14.25,0.4,34.0,38.0,0.25328125,50.0,2.25,26.0,39.0,1.0,21.0,9.75,10.5,2.78125,9.0,8.75,0.0,78.5,9.0,151.0
20.25,0.56,27.0,129.5,0.56875,51.625,3.25,28.0,50.125,1.0,13.5,7.0,3.5,5.0,1.5,7.0,0.5,36.0,6.5,116.0
40.75,0.3728125,30.0,299.75,0.2774999999999999,98.75,1.25,28.0,97.0,2.0,14.28125,5.625,0.625,9.0,3.28125,4.34375,0.125,44.0,1.125,211.65625
20.546875,0.2340048217773437,36.0,308.0,0.43,74.109375,2.25,34.0,79.640625,5.0,13.790557861328123,8.1395263671875,5.8736572265625,14.0,3.1068115234375,2.98565673828125,0.064361572265625,85.70501708984375,4.293670654296875,18.449493408203125
36.490234375,0.215,32.0,135.5,0.425,90.84375,13.8046875,31.0,108.6103515625,1.0,7.0,7.75,8.25,1.5,0.0,3.25,0.0,48.0,6.0,122.75
4.159161269664764,0.3975,28.0,46.40677872300148,0.3295880143344402,15.293674319982529,2.392270475625992,34.0,15.894107282161713,2.0,19.75,10.5,11.25,1.0466357171535492,0.75,8.0,0.0,85.75,9.75,133.75
45.625,0.49,30.0,0.0,0.605,107.96875,1.0,33.0,121.9296875,1.0,30.0,2.0,10.0,0.0,0.0,5.0,1.0,62.0,7.0,62.0
16.0296630859375,0.4874999999999999,30.0,349.5,0.5096575927734375,48.60784912109375,2.71099853515625,30.0,37.39111328125,3.0,41.5,9.3125,2.25,19.90234375,0.1875,11.125,0.0,121.9375,13.96875,28.4375
9.65625,0.4925,28.0,18.21875,0.3771875,14.1875,6.6875,35.0,24.40625,0.0,9.515625,7.0,5.5,1.0625,0.46875,6.428653717041016,0.0,44.703125,7.390625,222.671875
39.375,0.301875,37.0,149.8937225341797,0.27875,86.75,3.544921875,29.0,121.9296875,4.0,37.6328125,11.765625,11.01171875,19.90234375,3.18359375,12.25,0.0,126.8125,7.55859375,161.23046875
9.0,0.3025,27.0,112.3125,0.521953125,24.0,4.0,26.0,14.625,0.0,0.375,0.125,1.0,18.25,1.5,0.5,0.625,0.75,0.0,0.0
45.625,0.54259765625,33.0,68.5,0.41,103.5,13.8046875,33.0,121.9296875,5.0,21.8125,3.83984375,8.751953125,2.5,1.359375,6.716796875,0.3828125,75.0791015625,9.3720703125,159.2451171875
2.75,0.4269140625,31.0,230.25,0.135,34.75,1.25,32.0,10.75,2.0,5.77685546875,0.00390625,0.03125,19.90234375,4.1025390625,1.7548828125,1.125,10.3310546875,2.14404296875,61.619140625
23.0,0.4,24.0,259.0,0.5,34.0,13.8046875,29.0,34.5,1.0,6.0,9.0,1.0,10.0,4.0,4.0,0.0,42.0,3.0,290.829833984375
9.5,0.535,32.0,349.5,0.4775,48.75,3.0,34.0,39.25,1.0,20.5,5.5,6.0,19.25,5.0,5.0,0.75,43.25,2.25,290.829833984375
17.62890625,0.4646044921875,33.0,349.5,0.3983984375,74.109375,2.5546875,28.0,60.25,3.0,19.859375,7.2548828125,6.72607421875,19.90234375,6.72314453125,8.7958984375,0.30859375,34.93212890625,5.6611328125,168.69287109375
37.375,0.3581249999999999,39.0,79.75,0.4496875,62.14453125,2.0,30.0,104.5,3.0,8.625,0.625,1.25,0.875,13.375,3.03125,0.875,26.03125,0.09375,30.65625
40.595458984375,0.56,38.0,69.770263671875,0.2934521484375,71.18408203125,3.396728515625,34.0,81.81787109375,2.0,24.375,5.4375,4.9375,5.31396484375,11.8125,8.875,0.4375,42.0,3.1875,155.5
45.625,0.19,25.0,54.5,0.39,107.96875,8.5,26.0,121.9296875,0.0,4.0,0.0,0.0,0.0,4.0,7.0,0.0,53.0,2.0,290.829833984375
7.015625,0.25890625,29.0,40.21875,0.44296875,26.4765625,3.5859375,30.0,17.5234375,2.0,5.0546875,0.6796875,1.9453125,11.9453125,7.03125,0.5234375,0.1875,14.609375,4.1875,46.875
3.4521026611328125,0.495,22.0,32.5,0.605,16.52142333984375,3.0,33.0,8.70703125,0.0,21.5,6.5,3.5,1.5,1.2001953125,3.505859375,0.0,46.25,5.140625,232.65625
25.390625,0.2527581787109375,31.0,154.265625,0.205625,83.0625,1.703125,28.0,72.78125,5.0,14.069366455078123,5.583160400390625,3.890380859375,19.90234375,9.27484130859375,6.22332763671875,0.349853515625,78.70046997070312,6.431976318359375,290.829833984375
12.875,0.46,31.0,94.0,0.56,33.0,13.8046875,24.0,41.25,1.0,18.0,6.0,1.0,2.7523193359375,1.0,0.0,1.125,14.0,0.0,290.829833984375
25.0,0.56,24.0,349.5,0.4415624999999999,65.6171875,3.25,28.0,73.59375,0.0,13.25,2.0,2.185546875,19.90234375,4.0,2.0,0.0,58.75,6.349365234375,222.671875
45.625,0.34046875,29.0,61.0,0.345,102.0,13.8046875,27.0,120.5,4.0,20.984375,2.703125,1.390625,2.5,5.5,2.375,0.96875,59.859375,5.359375,106.140625
26.75,0.4453125,31.0,327.5,0.59,80.125,0.0,28.0,58.125,3.0,9.84375,14.3125,11.9375,11.0,3.03125,5.0625,0.125,66.625,10.15625,114.125
42.8707275390625,0.460390625,29.0,59.1224365234375,0.414423828125,62.0872802734375,12.81884765625,30.0,96.66748046875,3.0,23.3515625,11.53125,6.5390625,2.7523193359375,0.125,13.3203125,0.1953125,81.203125,10.1328125,290.829833984375
45.625,0.338125,31.0,54.34375,0.391875,107.96875,11.90625,34.0,121.9296875,1.0,20.34375,11.625,11.125,2.484375,10.03125,2.09375,0.0,92.84375,6.28125,9.5
6.0,0.28,28.0,38.0,0.5,32.0,2.0,25.0,19.0,0.0,9.0,7.0,7.154296875,0.0,4.0,3.6640625,0.0,46.5,5.0,4.0
45.625,0.3625,27.0,38.25,0.395,107.96875,9.25,28.0,121.9296875,0.0,20.25,5.0,10.0,0.75,11.5,8.0,0.75,100.0,7.75,58.25
4.39111328125,0.545198860168457,38.0,5.978759765625,0.4396649169921874,16.52142333984375,1.31292724609375,35.0,11.353515625,5.0,25.53972625732422,1.7819976806640625,0.31805419921875,5.15777587890625,3.456541061401367,0.1795368194580078,0.0488739013671875,14.381414413452148,1.9716873168945312,57.2142333984375
18.966796875,0.4359375,29.0,93.705078125,0.3545410156249999,51.3486328125,6.09375,35.0,47.1923828125,3.0,24.125,8.6875,12.65625,6.1484375,5.875,12.71875,0.0,95.0,6.46875,37.28125
13.0,0.413359375,31.0,17.0,0.51,64.0,13.8046875,29.0,44.0,3.0,29.765625,14.3125,7.5234375,19.0,8.015625,8.10546875,0.125,122.65234375,8.63671875,17.18359375
18.8125,0.32419921875,34.0,283.75,0.25875,70.125,4.4375,35.0,58.0625,4.0,2.42578125,2.859375,2.185546875,17.9375,13.375,1.833984375,0.216796875,12.724609375,4.3515625,42.44921875
45.625,0.42625,30.0,101.125,0.3725,107.96875,10.25,33.0,121.9296875,3.0,41.5,10.0234375,0.40625,7.1875,2.90625,13.3203125,1.125,87.828125,2.703125,241.5390625
4.0,0.36,27.0,89.0,0.5,4.0,1.0,29.0,7.0,0.0,5.0,0.0,4.0,2.0,13.0,3.0,1.125,12.0,13.0,53.0
1.1484375,0.14,26.0,198.40625,0.605,11.015625,0.734375,35.0,4.875,0.0,10.5,9.5,15.21160888671875,5.4609375,0.5,7.0,0.0,126.8125,9.0,10.5
12.46875,0.55,24.0,258.09375,0.4415624999999999,52.9375,6.1875,33.0,44.4375,1.0,2.125,1.125,0.0,13.21875,3.0,0.375,1.125,5.875,1.125,72.125
45.625,0.56,25.0,22.0,0.32,107.96875,9.0,22.0,121.9296875,0.0,6.0,1.0,11.0,11.0,7.0,2.0,1.0,9.0,1.0,34.0
4.5,0.4496875,32.0,83.5625,0.391875,23.75,4.1875,30.0,17.4375,4.0,41.5,3.25,15.21160888671875,7.6875,0.84375,13.3203125,0.09375,126.8125,12.21875,173.5
45.625,0.2319140625,27.0,16.5,0.33375,92.5,13.8046875,32.0,121.9296875,4.0,12.86328125,1.49609375,3.953125,1.0,2.5546875,3.53515625,0.58203125,47.625,2.3359375,47.22265625
22.125,0.5444271850585938,32.0,94.48046875,0.56,82.4375,6.375,30.0,73.59375,5.0,38.19488525390625,6.0191650390625,6.738494873046875,19.90234375,3.7291259765625,9.09222412109375,1.125,72.71038818359375,13.31195068359375,176.017578125
37.375,0.4525,24.0,168.5,0.3924999999999999,73.5,2.5,30.0,93.5,1.0,15.25,2.5,12.25,2.0,8.0,8.5,0.0,58.75,11.0,115.75
30.0,0.4125,30.0,7.5,0.3075,52.5,4.25,25.0,57.75,2.0,26.25,11.0,15.0,5.25,0.25,10.0,0.0,102.0,6.75,139.25
22.375,0.29609375,32.0,11.0,0.445625,82.4375,3.9140625,30.0,104.5,3.0,23.6875,3.796875,1.953125,0.0,0.46875,7.8125,0.015625,67.328125,3.609375,82.5
36.328125,0.1624999999999999,25.0,14.171875,0.4137499999999999,58.640625,4.65625,29.0,77.625,1.0,3.25,5.0,4.25,1.046875,2.0,1.75,0.25,24.5,0.25,206.5
16.25,0.5235937500000001,26.0,17.0,0.4731249999999999,39.8125,4.5,25.0,27.0,4.0,20.265625,14.3125,14.6875,3.0,6.234375,8.703125,0.0,74.953125,6.234375,205.390625
2.5,0.431875,33.0,118.25,0.24875,12.75,0.25,30.0,5.75,2.0,40.40625,1.09375,5.15625,7.25,2.875,7.625,0.125,81.75,4.03125,200.875
7.890625,0.551875,41.0,55.2265625,0.53125,21.453125,0.46875,35.0,17.90625,5.0,41.5,3.7890625,3.5546875,2.515625,1.240234375,6.642578125,0.00390625,74.748046875,0.84765625,290.829833984375
3.4521026611328125,0.32625,31.0,21.272003173828125,0.5398573303222656,9.762466430664062,0.387115478515625,34.0,8.248825073242188,1.0,23.6875,6.25,10.25,3.6402587890625,3.0625,4.1875,0.0,107.6875,6.5625,14.0
14.25,0.2937109375,25.0,94.48046875,0.4025,62.0,3.0,31.0,54.0,2.0,15.6953125,8.0546875,4.55859375,18.0,8.046875,7.80859375,0.11328125,67.33203125,4.02734375,139.26953125
45.625,0.456484375,32.0,280.0,0.475,107.96875,0.5,30.0,121.9296875,4.0,23.34765625,12.71484375,2.19140625,5.5,1.51171875,7.87109375,0.8203125,93.32421875,7.73828125,126.08984375
12.75,0.5,25.0,55.0,0.43,45.5,0.5,33.0,30.76953125,0.0,0.0,2.0,0.0,1.5,0.0,0.0,0.0,4.0,2.0,0.0
16.25,0.39,24.0,303.0,0.45875,45.0,2.625,32.0,44.0,1.0,11.75,8.75,7.0,14.625,3.0,11.0,0.75,61.25,9.75,69.25
28.875,0.458828125,29.0,173.0,0.3399999999999999,53.0625,2.25,35.0,53.5,1.0,41.5,5.486328125,0.421875,6.0625,2.66796875,13.06640625,0.0,80.78515625,13.96875,290.829833984375
45.625,0.45,27.0,79.0,0.605,107.96875,13.8046875,31.0,121.9296875,1.0,22.0,2.5,1.0,2.0,13.375,3.0,0.0,17.0,1.0,144.5
11.5625,0.38,31.0,128.75,0.38875,36.625,2.375,27.0,31.5,1.0,4.9375,10.125,13.0625,9.6875,7.0625,3.25,0.5,57.1875,6.0,1.625
24.13037109375,0.2957540893554687,36.0,254.80078125,0.37726806640625,50.601318359375,3.9552001953125,31.0,52.220947265625,5.0,28.786659240722656,14.3125,6.5449981689453125,9.931640625,0.9163665771484376,5.23846435546875,0.0021286010742187,108.38584899902344,10.414352416992188,173.56615447998047
25.0,0.56,30.0,349.5,0.38,99.0,6.0,26.0,72.0,1.0,10.0,2.0,8.0,19.90234375,13.375,1.0,0.0,8.0,8.0,290.829833984375
10.8095703125,0.505,31.0,23.24462890625,0.56224609375,29.3798828125,5.74951171875,30.0,34.25,2.0,22.5,14.3125,13.875,1.38037109375,5.625,13.3203125,0.0,93.875,10.875,146.375
45.625,0.383125,33.0,45.0,0.43,107.0,13.8046875,31.0,121.9296875,2.0,9.75,0.0,0.1875,0.0,0.6875,0.5,0.0,13.9375,1.5625,7.4375
9.0,0.31,26.0,170.5,0.5,28.5,2.5,29.0,26.5,1.0,8.0,1.0,4.0,3.0,13.375,0.5,1.125,24.0,3.0,1.5
24.75,0.4549999999999999,26.0,135.5,0.483388671875,50.75,1.703125,32.0,66.75,0.0,31.25526428222656,3.75,9.5,0.0,2.0,3.0,0.0,78.5,8.09375,21.59375
45.625,0.31322265625,33.0,8.569601058959961,0.4075341546535491,96.28321957588196,13.8046875,33.0,121.9296875,5.0,21.1026611328125,8.4027099609375,15.21160888671875,0.0894088745117187,0.5196533203125,5.018798828125,0.0,99.3709716796875,13.96875,51.8594970703125
11.5,0.43625,24.0,80.5,0.2299999999999999,32.0,0.0,27.0,28.5,1.0,18.4375,4.0,2.6875,8.5,13.375,8.5625,1.125,49.8125,9.875,166.0625
7.59375,0.56,26.0,232.0,0.415,25.25,1.0,25.0,34.08984375,1.0,20.0,2.0,12.0,9.265625,0.0,4.0,0.0,34.0,3.0,133.0
0.0,0.475,31.0,0.0,0.51,5.0,6.0,27.0,4.0,1.0,4.5,2.0,0.0,0.0,10.5,1.5,0.0,16.0,0.0,8.0
28.6875,0.56,34.0,92.3125,0.34625,58.375,5.5625,31.0,64.875,5.0,29.15423583984375,14.3125,8.43743896484375,5.5625,11.6309814453125,12.0146484375,0.0166015625,67.62603759765625,6.25469970703125,133.8375244140625
9.0625,0.46,27.0,0.0,0.4646875,37.5,0.5,30.0,29.125,0.0,24.16953468322754,4.125,1.125,14.029579162597656,8.40625,5.5,0.0,46.25,5.90625,82.0
21.5,0.56,33.0,19.3125,0.3957508087158203,52.5,3.375,30.0,27.0,0.0,19.5,3.796875,9.821517944335938,5.939453125,2.5,7.0,0.0,84.75,4.859375,115.75
45.625,0.435,27.0,65.25,0.4974999999999999,107.96875,13.8046875,32.0,121.9296875,2.0,23.5,4.5,8.5,5.5,1.0,13.3203125,0.0,77.0,9.0,92.5
10.934368133544922,0.448280029296875,33.0,138.16532135009766,0.5140359878540038,41.28481674194336,5.203426361083984,35.0,26.92281723022461,5.0,32.37762451171875,14.3125,15.21160888671875,15.943988800048828,8.1339111328125,8.66162109375,0.00830078125,116.6326904296875,5.0579833984375,49.32525634765625
3.0,0.465,34.0,33.0,0.41,6.0,2.0,25.0,7.0,1.0,40.0,5.5,15.21160888671875,3.0,0.0,10.0,0.5,102.5,13.96875,25.0
42.5,0.3575,29.0,73.25,0.4525,83.25,13.8046875,30.0,106.25,2.0,26.0,4.28125,15.21160888671875,2.0,2.40625,2.765625,0.0,88.609375,8.765625,106.796875
45.625,0.4831494140625,34.0,135.095703125,0.488505859375,74.4267578125,9.9072265625,35.0,121.9296875,5.0,41.5,5.9599609375,11.93798828125,3.0869140625,0.33984375,13.3203125,0.095703125,126.8125,13.96875,290.829833984375
5.0,0.40796875,25.0,349.5,0.515,16.5,4.5,29.0,9.5,1.0,19.921875,9.046875,3.34375,8.0,13.375,8.453125,1.046875,70.59375,10.0,232.65625
1.1875,0.3262939453125,31.0,84.8125,0.59375,13.9375,0.5625,35.0,4.9375,4.0,9.036865234375,8.9539794921875,1.960205078125,8.1875,2.0302734375,1.6474609375,0.0074462890625,43.327392578125,1.51171875,12.740234375
19.90625,0.3924999999999999,22.0,169.375,0.414375,57.0625,13.71875,35.0,57.53125,1.0,16.25,14.3125,8.75,9.46875,8.0,6.25,0.5,46.5,4.25,138.25
16.0296630859375,0.4624999999999999,28.0,0.0,0.4468749999999999,46.25,1.0,35.0,29.125,0.0,20.5,0.0,2.40625,19.90234375,4.0,4.0,0.0,60.5,4.780365228652954,82.0
15.625,0.286256103515625,29.0,67.375,0.45625,48.875,7.875,35.0,33.5,5.0,9.39410400390625,7.7266845703125,6.77679443359375,15.5,0.34375,9.06170654296875,0.532470703125,35.2047119140625,4.6290283203125,68.1297607421875
4.818603515625,0.49875,32.0,180.78125,0.20015625,22.22705078125,0.75439453125,35.0,15.583251953125,1.0,25.5,5.125,11.1875,3.989013671875,7.375,6.0,0.1875,56.375,13.96875,290.829833984375
1.0,0.443779296875,31.0,349.5,0.33,23.0,0.0,29.0,16.0,1.0,15.39453125,3.875,7.97265625,19.90234375,9.8193359375,3.736328125,1.0380859375,29.43359375,7.79296875,167.39453125
21.25,0.49,30.0,17.0,0.605,45.5,13.8046875,27.0,54.0,0.0,36.0,8.0,4.0,6.25,0.0,8.0,0.0,83.0,12.0,290.829833984375
7.5,0.3924999999999999,31.0,181.875,0.605,26.0,6.25,29.0,25.0,1.0,4.75,0.0,0.75,7.25,13.375,0.0,0.0,10.5,2.25,35.5
18.875,0.375,26.0,32.0,0.45875,66.5,1.0,27.0,62.640625,0.0,16.4765625,4.25,11.0,5.0,2.0,6.0,0.0,30.25,4.5,45.578125
14.0,0.32,24.0,33.0,0.47,45.0,5.0,34.0,38.0,0.0,24.0,9.0,4.0,12.0,4.0,11.0,0.0,126.8125,5.0,17.0
45.625,0.515,29.0,215.0,0.355,107.96875,6.0,26.0,121.9296875,1.0,41.5,5.0,4.0,3.0,6.0,13.3203125,0.5,119.0,5.5,287.5
26.431884765625,0.3225,32.0,100.23828125,0.27330322265625,91.781982421875,2.076171875,29.0,100.6943359375,0.0,7.25,13.25,3.5,5.79296875,6.25,4.0,0.5,58.75,9.25,69.75
8.5,0.33,19.0,285.0,0.42,60.0,10.0,25.0,57.5,0.0,0.0,2.0,1.0,3.5,10.0,0.0,0.0,3.0,1.0,9.0
12.1875,0.405,32.0,323.0,0.4525,50.625,4.3125,28.0,39.71875,1.0,23.0,4.0,2.5,18.15625,1.5,2.0,0.0,62.5,4.5,19.0
16.09375,0.4024999999999999,27.0,349.5,0.40625,48.71875,4.75,31.0,55.21875,1.0,14.90625,3.625,13.65625,11.28125,3.0,3.09375,0.0,51.25,4.53125,23.375
1.0,0.56,25.0,19.0,0.58,1.0,3.0,26.0,2.0,0.0,21.04266357421875,4.04296875,12.0,0.0,4.0,8.5625,0.0,50.536376953125,8.538238525390625,99.0
42.0,0.375,32.0,51.5,0.41,102.0,1.5,28.0,81.0,0.0,5.0,2.0,8.0,10.5,12.5,1.0,1.125,17.0,4.5,186.5
0.0,0.5425,35.0,229.0,0.0,31.0,0.0,32.0,0.0,2.0,18.75,7.5,2.25,19.90234375,7.0,8.25,0.0,26.5,3.75,249.0
6.0,0.415,31.0,349.5,0.51375,23.75,1.75,29.0,25.0,0.0,28.92919921875,5.75,7.375,9.75,2.0,7.0,0.0,75.0791015625,9.875,232.65625
25.0,0.4275,24.0,349.5,0.46822265625,90.625,1.5,27.0,99.0,0.0,16.53505603969097,4.25,4.5,15.4453125,2.0,2.625,0.0,39.25,6.75,174.59375
21.0,0.55,33.0,23.0,0.59,47.0,13.8046875,28.0,45.0,1.0,17.0,7.0,1.0,1.0,0.0,3.0,0.0,30.0,4.0,31.0
14.349609375,0.49,33.0,105.97265625,0.605,46.78125,13.8046875,34.0,42.796875,1.0,23.0,10.0,1.0,0.9296875,0.0,4.0,0.0,73.0,3.0,3.0
30.0,0.3774999999999999,28.0,344.25,0.3175,100.5,6.0,26.0,88.75,1.0,24.5,14.3125,12.25,19.90234375,1.0,10.5,0.0,88.75,10.75,107.75
41.5234375,0.42625,24.0,40.875,0.4,53.5,1.703125,30.0,65.0,0.0,41.5,7.3125,7.5234375,8.25,0.0,13.3203125,0.0,105.5,4.0,175.63029098510742
21.09375,0.41640625,29.0,72.9921875,0.4503125,68.9609375,2.84375,35.0,62.640625,2.0,12.578125,7.390625,15.21160888671875,4.6328125,3.421875,7.421875,0.0,43.046875,8.859375,110.296875
34.0,0.39875,34.0,105.33203125,0.3,68.15625,1.5,26.0,110.08023071289062,2.0,29.3125,7.3125,5.75,6.0,1.0,7.875,0.0,96.9375,2.8125,198.5
13.75,0.526875,32.0,35.0,0.4525,25.25,2.25,29.0,31.75,4.0,11.1875,1.0,2.4375,1.5,0.5,6.8125,0.0,20.9375,4.4375,84.375
11.75,0.4549999999999999,30.0,114.375,0.47,22.625,8.5,30.0,21.9375,1.0,7.0,14.3125,4.5,4.4375,11.0,2.0,0.0,47.0,2.0,79.0
39.28125,0.2078125,39.0,19.3125,0.4,70.84375,9.5,33.0,104.5,3.0,3.0,8.6875,2.78125,1.25,0.625,0.03125,0.375,12.9375,0.5625,0.0
6.984375,0.55,34.0,51.646484375,0.35751953125,12.916015625,0.67578125,32.0,12.572265625,1.0,11.0,14.3125,6.0,3.7890625,2.0,13.3203125,0.0,78.0,6.0,7.0
2.0,0.526875,24.0,0.0,0.605,7.0,1.0,23.0,7.0,0.0,17.25,4.0,15.21160888671875,0.0,4.0,7.226890563964844,0.0,62.59375,6.0,82.0
3.0,0.43,24.0,107.0,0.605,21.0,9.0,28.0,13.0,1.0,12.0,7.0,3.0,1.0,1.0,3.0,1.125,17.0,0.0,290.829833984375
15.0,0.53,21.0,140.0,0.55,51.7421875,2.0,25.0,35.0,1.0,41.5,14.3125,15.21160888671875,19.90234375,2.0,2.0,0.0,75.0,1.0,290.829833984375
14.0,0.442578125,24.0,349.5,0.4425,80.125,4.625,25.0,61.5,3.0,7.0859375,7.359375,1.0390625,19.90234375,0.5703125,2.2109375,1.125,22.515625,3.09375,58.6953125
19.0,0.53015625,30.0,0.0,0.47,43.0,1.0,32.0,57.0,5.0,16.4765625,5.7890625,1.328125,0.0,3.96875,3.6171875,0.015625,34.765625,7.390625,220.28125
6.418701171875,0.450052490234375,31.0,133.572021484375,0.1894482421875,38.90234375,0.85400390625,28.0,16.47021484375,4.0,19.15545654296875,4.36993408203125,0.77691650390625,19.90234375,12.3895263671875,4.05902099609375,0.01080322265625,47.46697998046875,2.52447509765625,23.84027099609375
29.46875,0.36640625,26.0,125.890625,0.38859375,75.03125,9.453125,27.0,73.59375,3.0,24.984375,7.09375,15.21160888671875,19.90234375,1.203125,4.53125,0.0,81.078125,13.96875,76.546875
7.59375,0.56,29.0,179.078125,0.214375,25.65625,2.125,23.0,21.203125,2.0,11.125,4.9375,15.21160888671875,15.203125,4.875,7.8125,0.125,35.9375,6.125,79.0625
19.095703125,0.45734375,28.0,26.09765625,0.3529492187499999,45.763671875,3.7890625,34.0,60.8125,2.0,22.546875,2.71875,3.890625,1.0546875,7.765625,5.453125,0.515625,62.9375,6.53125,12.609375
39.40625,0.3825,27.0,10.265625,0.346875,55.640625,4.171875,32.0,85.421875,1.0,13.5,3.75,8.75,0.21875,10.25,8.0,1.125,39.25,3.25,101.0
8.0,0.466875,28.0,58.0,0.48,23.0,5.0,24.0,16.0,1.0,28.4375,7.3125,15.21160888671875,11.0,0.0625,5.8125,0.5625,66.8125,11.0625,57.5625
24.375,0.3455630493164062,37.0,280.96875,0.48125,90.84375,3.375,35.0,73.5625,5.0,17.660545349121094,1.707956314086914,1.0928955078125,18.53125,2.370834350585937,3.716943740844727,0.0,52.657846450805664,2.3283767700195312,23.769695281982425
45.625,0.4954736328125,26.0,219.0,0.3140625,103.515625,4.234375,28.0,102.453125,4.0,41.5,14.3125,9.87548828125,10.34375,13.375,13.3203125,0.08251953125,126.8125,13.96875,13.0048828125
45.625,0.46,30.0,239.25,0.405,107.96875,7.0,24.0,121.9296875,2.0,41.5,14.3125,15.21160888671875,17.75,10.75,13.3203125,0.0,126.8125,9.5,187.25
34.0,0.425,30.0,349.5,0.6,61.0,13.8046875,29.0,80.0,0.0,35.166015625,6.25,3.25,4.0,11.0,6.875,0.5,69.60566920042038,6.3125,290.829833984375
15.5,0.56,23.0,232.0,0.48,49.0,13.8046875,27.0,56.5,2.0,41.5,10.0,6.0,12.0,2.0,13.3203125,1.0,53.5,3.0,290.829833984375
33.0,0.355,31.0,308.0,0.2,93.0,5.0,26.0,69.0,1.0,19.5,4.0,4.0,18.0,0.5,10.5,0.5,80.5,4.5,55.5
18.0,0.47375,24.0,69.0,0.39,63.0,6.0,28.0,69.0,3.0,8.5,4.125,1.375,2.0,3.375,6.875,0.625,13.0,2.25,193.875
12.93359375,0.525625,28.0,234.75390625,0.3791796875,26.953125,11.626953125,32.0,32.078125,1.0,10.3125,11.5625,15.21160888671875,6.189453125,4.6875,10.6875,0.0,36.1875,13.96875,82.1875
13.4921875,0.43,33.0,349.5,0.24,24.0,3.0380859375,27.0,26.3125,0.0,19.0,10.0,7.0,19.90234375,0.0,12.0,1.0,92.0,5.0,11.0
0.0,0.56,30.0,0.0,0.605,5.0,1.0,35.0,0.0,1.0,8.21875,0.125,0.1875,5.0,13.375,1.5625,0.0,2.09375,11.875,0.0
26.5,0.315,32.0,286.5,0.23,107.96875,2.0,29.0,121.9296875,1.0,6.5,1.0,9.5,5.5,13.375,2.0,0.0,26.5,13.0,290.829833984375
20.0,0.56,31.0,24.375,0.35125,64.75,13.8046875,35.0,62.75,3.0,20.90625,4.328125,4.453125,11.25,1.0,0.640625,0.546875,47.125,1.703125,58.625
37.99462890625,0.5101126861572265,33.0,91.14404296875,0.5074804687500001,69.5205078125,13.8046875,35.0,87.4326171875,5.0,41.5,6.943897247314453,11.21385669708252,6.39404296875,0.360931396484375,5.339449882507324,6.103515625e-05,89.2785415649414,13.96875,175.63029098510742
21.5,0.423896484375,35.0,186.0,0.4599999999999999,61.0,5.5,31.0,45.0,5.0,11.9300537109375,14.3125,8.75604248046875,19.90234375,3.0164794921875,13.3203125,0.0003662109375,83.94677734375,5.8416748046875,8.0611572265625
19.0,0.4215625,32.0,220.0,0.51,25.0,11.0,35.0,39.0,2.0,25.28125,14.3125,2.40625,1.0,5.40625,7.40625,0.0,94.9375,1.21875,2.96875
