id,weight_class,B_avg_SIG_STR_att,B_avg_opp_SIG_STR_att,B_avg_TOTAL_STR_att,B_avg_opp_TOTAL_STR_att,B_avg_opp_HEAD_att,B_avg_opp_BODY_att,B_avg_opp_BODY_landed,B_avg_opp_DISTANCE_att,B_win_by_KO/TKO,B_Height_cms,B_Weight_lbs,R_avg_SIG_STR_att,R_avg_opp_SIG_STR_att,R_avg_TOTAL_STR_att,R_avg_opp_TOTAL_STR_att,R_avg_BODY_att,R_avg_opp_BODY_att,R_avg_DISTANCE_att,R_avg_opp_DISTANCE_att,R_win_by_KO/TKO,R_Height_cms,R_Reach_cms,R_Weight_lbs,gender,B_Reach_cms
238.0,7,90.75,108.25,98.0,141.75,95.0,9.5,7.25,75.0,1.0,185.42,185.0,36.078125,45.703125,54.515625,57.25,4.671875,4.78125,20.390625,32.75,0.0,182.88,182.88,185.0,1,0
239.0,7,46.875,51.0,40.09375,63.21875,33.25,6.875,4.625,46.0,0.0,190.5,185.0,89.25,141.5,94.0,156.4160156,5.0,14.32644653,97.5,123.3744965,0.0,185.42,190.5,185.0,1,0
240.0,2,95.40625,64.125,112.625,85.125,40.59375,13.53125,8.34375,46.25,0.0,172.72,125.0,149.75,167.0,156.5,197.25,24.5,15.25,137.75,151.75,0.0,165.1,162.56,125.0,0,0
241.0,6,56.375,67.4375,71.25,86.5,45.0625,6.5,4.75,54.4375,2.0,180.34,170.0,24.0,37.0,107.0,103.0,4.0,0.0,3.0,7.0,0.0,185.42,193.04,185.0,1,0
242.0,3,63.0,73.0,86.0,74.0,47.0,21.0,15.0,50.0,0.0,172.72,135.0,134.0,132.0,135.0,137.0,8.0,23.0,125.0,129.0,1.0,172.72,165.1,135.0,1,0
243.0,1,88.9375,68.8125,131.625,145.4375,49.8125,18.375,14.625,44.1875,0.0,165.1,115.0,158.625,141.0625,200.25,152.125,19.0625,23.5625,147.8125,130.8125,0.0,154.94,152.4,115.0,0,0
244.0,9,42.609375,61.546875,79.8515625,75.4453125,49.671875,7.5625,7.03125,20.203125,4.0,185.42,205.0,44.375,14.5,93.875,37.25,5.875,2.0,9.125,6.5,4.0,193.04,208.28,265.0,1,0
245.0,2,131.0,130.0,187.25,141.75,114.75,14.0,9.0,118.0,0.0,162.56,135.0,39.96875,62.8125,62.21875,84.5,1.65625,7.25,32.71875,44.0,0.0,165.1,170.18,125.0,1,0
246.0,3,129.5,135.5,134.75,139.75,103.25,17.0,10.5,117.25,1.0,170.18,135.0,54.75,67.25,63.25,70.75,4.5,9.75,43.0,60.25,1.0,167.64,172.72,135.0,1,0
247.0,8,76.0,100.0,96.5,109.0,82.5,12.5,6.0,95.5,1.0,182.88,205.0,11.0,25.25,15.0,27.5,1.5,7.5,2.75,3.75,0.0,180.34,177.8,205.0,1,0
248.0,5,65.0,61.75,83.53125,72.13476563,50.375,11.71875,4.862358093,47.51205778,0.0,175.26,155.0,64.0625,81.8125,69.125,87.5625,7.0,8.375,50.375,75.625,1.0,177.8,182.88,155.0,1,0
249.0,5,31.25,22.0,43.625,34.0,16.5,2.0,1.375,18.25,2.0,177.8,155.0,176.6875,153.34375,209.765625,181.859375,25.34375,20.6875,126.078125,134.734375,0.0,175.26,177.8,170.0,1,0
250.0,5,38.80322266,35.90429688,40.10888672,38.87451172,23.49462891,6.66015625,5.297851563,30.26904297,3.0,172.72,155.0,135.25,104.5,145.125,119.875,14.125,23.5,111.75,93.875,1.0,180.34,177.8,155.0,1,0
251.0,3,125.0,79.5,136.0,92.5,59.5,12.0,3.5,75.5,0.0,172.72,145.0,72.5,59.5,93.0,83.0,20.5,5.5,62.5,46.5,0.0,180.34,170.18,135.0,1,0
252.0,2,88.96875,93.09375,126.0390625,101.8046875,79.8359375,8.03125,5.0625,88.03125,1.0,162.56,135.0,105.0363007,71.37213135,190.4588623,91.4691925,27.20030212,10.83729553,60.11376953,63.58268738,2.0,160.02,167.64,125.0,1,0
253.0,7,96.0,51.0390625,97.32063651,74.0,42.25,20.0,11.0,29.5,0.0,182.88,170.0,20.15625,63.5,62.9375,89.0,4.671875,2.84375,20.390625,17.5,0.0,182.88,187.96,185.0,1,0
254.0,7,123.5,84.0,184.0,112.5,61.5,12.5,11.5,66.5,0.0,185.42,185.0,75.75,68.625,81.0,106.5,10.0,7.0,66.0,48.375,1.0,193.04,193.04,205.0,1,0
255.0,6,82.0,72.0,90.5,102.4375,62.40625,6.313084126,7.0,56.41015625,0.0,180.34,170.0,96.47729492,84.73205566,99.41656494,108.3527832,11.26904297,13.96624756,89.22698975,71.42626953,1.0,177.8,182.88,170.0,1,0
256.0,6,49.1875,50.125,52.0,61.0,33.25,11.5,6.94921875,29.5,0.0,177.8,170.0,70.90625,74.5,77.59375,95.65625,3.65625,3.0625,61.09375,61.21875,3.0,182.88,180.34,170.0,1,0
257.0,5,102.5791016,94.47070313,113.5200195,101.1635742,61.26757813,16.04101563,12.33154297,82.26904297,4.0,180.34,155.0,97.24794388,117.5162439,99.36531734,143.352354,18.9787178,10.17130756,92.66927719,89.27854156,7.0,180.34,190.5,145.0,1,0
258.0,3,83.6484375,71.7734375,123.234375,118.9921875,57.8046875,8.7421875,5.265625,66.3046875,2.0,167.64,135.0,65.25,45.6875,88.125,115.375,14.6875,5.1875,39.3125,25.25,2.0,167.64,172.72,145.0,0,0
259.0,5,97.5,71.0,113.5200195,107.0,56.3515625,12.0,8.5,57.20410156,0.0,182.88,155.0,92.265625,124.1816406,102.5,184.5,4.640625,3.5,72.27460909,75.0,0.0,170.18,180.34,155.0,1,0
260.0,3,195.1523438,146.7148438,226.421875,164.6601563,128.4882813,15.52734375,11.9140625,138.6835938,1.0,170.18,135.0,179.0,173.5,236.0,227.0,39.0,29.0,156.5,148.5,0.0,172.72,172.72,135.0,1,0
261.0,5,67.5,48.75,71.5,70.953125,33.25,7.28125,4.75,44.0,0.0,172.72,155.0,35.5,42.88815451,54.515625,32.0,5.33984375,6.5,30.25,30.125,0.0,177.8,182.88,155.0,1,0
262.0,1,88.9375,68.8125,131.625,145.4375,49.8125,18.375,14.625,44.1875,0.0,165.1,115.0,158.625,141.0625,200.25,152.125,19.0625,23.5625,147.8125,130.8125,0.0,154.94,152.4,115.0,0,0
263.0,6,54.3125,53.875,63.6875,109.875,37.75,8.0,3.625,47.25,0.0,180.34,170.0,64.63476563,96.37109375,119.2519531,146.7324219,10.71289063,20.20605469,39.66699219,67.90429688,2.0,170.18,182.88,170.0,1,0
264.0,4,72.5,48.0,118.5,117.0,27.5,16.5,9.5,31.5,0.0,180.34,145.0,135.0,198.5,136.0,202.5,9.5,24.0,126.0,190.0,0.0,170.18,177.8,145.0,1,0
265.0,3,12.0,36.0,104.0,109.0,23.0,9.0,6.0,17.0,0.0,170.18,135.0,128.015625,84.73205566,228.8125,134.0,5.75,15.0,116.5,71.42626953,0.0,165.1,162.56,125.0,1,0
266.0,7,59.0,27.5,141.0,58.75,16.0,2.75,2.5,20.203125,0.0,190.5,170.0,108.0119629,117.6855774,126.75,129.2928772,12.5,3.5,83.75,116.6326904,0.0,185.42,187.96,185.0,1,0
267.0,7,85.0,41.5,100.0,48.0,27.5,10.0,8.0,29.5,1.0,185.42,185.0,31.97825146,42.88815451,33.03068638,47.27579927,7.401403427,6.517045975,30.29558992,35.02411556,6.0,185.42,187.96,185.0,1,0
268.0,7,26.5,22.75,28.0,26.0,20.5,1.5,1.0,15.0,1.0,187.96,185.0,137.1998138,151.281311,147.4354858,162.5162354,9.72454834,18.62602234,123.3509369,132.7210236,2.0,185.42,187.96,185.0,1,0
269.0,5,67.5,48.75,71.5,70.953125,33.25,7.28125,4.75,44.0,0.0,172.72,155.0,35.5,42.88815451,54.515625,32.0,5.33984375,6.5,30.25,30.125,0.0,177.8,182.88,155.0,1,0
270.0,3,112.828125,117.2851563,122.4492188,131.5820313,78.27734375,25.203125,14.89453125,103.7851563,2.0,172.72,135.0,51.75,38.375,65.625,53.25,12.25,11.875,32.875,24.875,0.0,167.64,172.72,135.0,1,0
271.0,6,133.0,61.0,190.0,62.0,43.0,10.0,6.0,55.0,0.0,180.34,170.0,93.0,51.4375,119.625,53.4375,14.8125,4.0625,67.65625,49.90625,1.0,182.88,193.04,170.0,1,0
272.0,8,44.4375,41.5,55.125,46.0,31.125,8.5625,7.0625,34.5,2.0,185.42,205.0,6.5,5.5,6.5,5.5,1.5,2.0,6.5,5.5,1.0,180.34,182.88,205.0,1,0
273.0,5,66.96875,60.03125,83.53125,91.25,41.40625,10.0,6.0625,40.46875,0.0,175.26,155.0,36.0,25.5,58.5,34.25,1.25,2.75,12.0,9.75,2.0,180.34,180.34,155.0,1,0
274.0,9,92.75,74.625,125.0,114.625,61.25,11.25,8.375,60.75,1.0,190.5,265.0,45.125,35.71875,72.03125,56.625,8.90625,10.890625,32.484375,24.90625,2.0,182.88,187.96,247.0,1,0
275.0,0,17.0,9.0,17.0,11.0,8.0,1.0,1.0,8.0,1.0,175.26,145.0,91.09857178,74.0964489,102.0874348,76.48644829,6.569885254,9.419315338,80.74944878,58.89771271,1.0,177.8,177.8,155.0,1,0
276.0,5,51.0,42.0,115.5,45.0,35.5,5.5,4.5,25.5,0.0,172.72,155.0,65.84375,63.46875,99.34375,77.28125,7.84375,3.1875,45.0,60.21875,1.0,170.18,177.8,155.0,1,0
277.0,7,15.25,48.75,34.75,85.25,42.25,4.75,4.5,11.5,0.0,182.88,185.0,63.0,66.0,70.0,89.0,2.0,9.0,49.0,63.0,0.0,182.88,187.96,185.0,1,0
278.0,7,23.0,64.0,35.72317505,72.13476563,55.0,1.0,1.625,60.75,0.0,185.42,205.0,121.0,123.8847656,130.125,143.352354,19.42245483,14.61328125,111.75,102.0,0.0,198.12,200.66,185.0,1,0
279.0,5,97.5,53.5,121.0,60.5,42.5,7.5,3.5,48.5,0.0,170.18,155.0,158.28125,221.71875,160.65625,223.34375,25.65625,23.875,153.78125,217.96875,1.0,172.72,172.72,155.0,1,0
280.0,6,96.0390625,117.2851563,107.9499512,108.0,83.0,10.38745165,7.0,96.0,0.0,182.88,170.0,125.875,143.25,189.8125,216.625,15.9375,33.125,78.375,88.875,1.0,182.88,182.88,155.0,1,0
281.0,7,75.72982788,68.7850647,105.0072632,85.0324707,40.44512939,14.97659302,6.530853271,60.10235596,1.0,187.96,185.0,95.86737061,168.1296387,99.16717529,180.682312,5.829406738,8.9609375,89.15167236,155.5488892,2.0,185.42,198.12,185.0,1,0
282.0,9,45.9296875,32.3125,75.0546875,48.375,24.578125,4.71875,2.203125,28.53125,3.0,185.42,253.0,82.12046337,91.37389374,85.00841713,129.666091,11.24425507,17.5427084,77.44373894,71.39541721,5.0,210.82,213.36,265.0,1,0
283.0,5,54.71875,66.25,61.90625,71.25,48.71875,8.8125,5.0,59.40625,1.0,180.34,155.0,119.6328125,103.140625,163.53125,116.1875,18.4140625,16.171875,86.4609375,86.15625,1.0,175.26,175.26,155.0,1,0
284.0,7,70.73925781,66.22753906,74.81542969,72.13476563,52.21972656,10.09375,6.94921875,55.87207031,2.0,175.26,185.0,55.52710533,84.03530121,63.66147423,101.1463223,2.869668961,6.186279297,48.62973976,63.26715279,2.0,185.42,198.12,185.0,1,0
285.0,4,94.0,88.5,142.0,108.5,70.0,13.5,9.5,63.0,0.0,180.34,145.0,163.0,73.0,195.0,73.0,19.0,18.0,127.0,68.0,0.0,175.26,177.8,145.0,1,0
286.0,3,25.23828125,116.0,63.0,132.0,87.171875,2.0,1.5,102.0,0.0,167.64,125.0,76.25,90.0,83.13220215,113.75,14.125,8.75,54.9375,86.15625,0.0,170.18,167.64,135.0,0,0
287.0,5,41.64123821,54.79431152,43.70202446,57.35763073,44.49546432,7.987958908,3.162266731,46.50880146,0.0,177.8,155.0,41.13257677,52.99633491,47.68674454,59.42005156,5.465718329,7.679228565,31.83897144,45.22685042,3.0,172.72,180.34,155.0,1,0
288.0,7,60.75,51.0,90.25,68.75,38.75,10.375,9.25,38.875,0.0,190.5,185.0,44.875,41.875,72.5,63.625,7.0,4.75,32.25,30.25,1.0,185.42,185.42,185.0,1,0
289.0,7,60.0625,72.609375,65.5,100.0,64.0,7.0,6.75,58.3828125,0.0,182.88,170.0,154.0,123.8847656,146.375,197.331543,7.623046875,6.629577637,123.75,86.41446161,0.0,185.42,198.12,185.0,1,0
290.0,7,32.25,22.875,33.0,24.5,19.75,1.25,1.0,18.5,2.0,187.96,185.0,121.9470215,119.4368591,137.0479736,129.2928772,23.32748413,21.4130249,110.7059021,106.9733887,6.0,185.42,195.58,185.0,1,0
291.0,5,75.0,114.5,76.0,155.5,98.0,9.0,8.5,84.5,0.0,190.5,155.0,54.70751953,78.78265381,61.79736328,84.69366455,5.165710449,7.775024414,49.8760376,63.70025635,1.0,175.26,177.8,155.0,1,0
292.0,6,31.25,28.125,49.375,40.125,19.5,7.0,5.0,16.75,1.0,177.8,170.0,48.9375,29.0625,57.125,45.5,6.75,5.125,29.1875,17.4375,1.0,180.34,193.04,170.0,1,0
293.0,7,66.5,58.125,78.5625,113.5625,44.0,10.3125,6.8125,36.625,1.0,182.88,185.0,16.75,8.25,16.75,9.25,0.0,1.25,10.75,5.25,2.0,185.42,195.58,170.0,1,0
294.0,8,89.01757813,64.18945313,157.0058594,83.96289063,56.234375,6.447265625,4.8828125,38.76171875,0.0,182.88,205.0,84.81811523,119.9224854,102.4179688,197.331543,12.25976563,15.88183594,78.18847656,77.7923584,5.0,193.04,193.04,205.0,1,0
295.0,8,14.0,17.5,14.0,25.5,10.5,2.5,2.0,9.5,1.0,195.58,205.0,21.0,16.0,23.0,18.0,2.0,0.0,18.0,14.0,1.0,198.12,205.74,205.0,1,0
296.0,8,96.0390625,70.82421875,101.078125,75.56640625,56.3515625,8.3828125,7.0,56.54296875,2.0,187.96,185.0,63.125,97.9375,84.25,116.0625,6.9375,9.125,44.0,78.875,3.0,185.42,185.42,205.0,1,0
297.0,3,120.4179688,160.0078125,163.0410156,192.6142578,115.2363281,27.92675781,14.32910156,144.1992188,0.0,170.18,135.0,67.49609375,73.0,97.9921875,84.42578125,8.451171875,15.33984375,57.23242188,62.81054688,2.0,172.72,175.26,135.0,0,0
298.0,6,135.9375,89.59375,141.78125,94.140625,61.296875,16.0625,7.203125,82.6875,1.0,177.8,170.0,135.0625,161.40625,143.3125,200.046875,5.53125,33.1875,126.2421875,140.1328125,1.0,182.88,187.96,170.0,1,0
299.0,7,30.75,27.25,41.75,37.5,20.0,5.5,4.5,15.0,0.0,182.88,185.0,99.5,141.5,102.5,166.5007248,3.65625,14.61328125,93.0,107.616333,0.0,187.96,182.88,185.0,1,0
300.0,6,92.75,53.875,112.625,70.5,52.75976563,6.447265625,2.680831909,55.0,0.0,190.5,155.0,85.12382507,140.6624832,130.876976,166.5007248,8.50100708,10.20418549,65.40690613,132.429039,1.0,185.42,182.88,170.0,1,0
301.0,9,19.265625,22.046875,24.171875,28.5390625,19.4453125,0.3984375,0.3125,9.5,4.0,187.96,242.0,18.5,9.5,23.5,11.5,1.0,0.0,7.0,8.0,2.0,187.96,203.2,265.0,1,0
302.0,7,92.22851563,104.3144531,105.3125,122.6171875,77.57226563,5.904296875,1.888671875,93.94335938,3.0,187.96,170.0,54.375,33.125,67.75,52.125,8.375,3.5,17.625,22.625,2.0,182.88,180.34,185.0,1,0
303.0,4,195.5,161.875,198.0,164.1875,144.25,11.25,7.5625,160.0,0.0,180.34,155.0,147.1045532,138.218689,156.2531128,144.0284424,23.33752441,14.08172607,131.9578857,127.3093262,4.0,172.72,177.8,145.0,1,0
304.0,6,67.25,53.0,71.5,54.5,37.75,6.75,4.0,49.5,0.0,177.8,170.0,38.0,81.5,53.5,122.5,13.0,17.0,18.5,35.0,0.0,185.42,180.34,170.0,1,0
305.0,5,100.71875,74.78515625,117.3515625,76.53710938,61.55273438,9.6875,6.4765625,63.11132813,2.0,180.34,155.0,114.4736328,142.1584473,114.5212402,145.2026367,24.55175781,14.85473633,113.3349609,138.3066406,5.0,180.34,190.5,145.0,1,0
306.0,5,42.0,61.0,79.0,114.0,58.0,3.0,1.0,17.0,0.0,180.34,155.0,31.0,46.0,36.0,54.0,3.0,11.0,26.0,35.0,1.0,180.34,180.34,155.0,1,0
307.0,8,60.75,85.0,82.71875,175.0,61.7890625,6.75,5.0,75.75,0.0,185.42,205.0,30.5,16.9375,62.9375,37.5625,2.3125,1.4375,10.5625,12.5,0.0,185.42,190.5,205.0,1,0
308.0,4,114.1672926,69.16803929,116.5410365,72.17805921,52.71546455,6.313084126,4.036636695,62.68900757,7.0,175.26,145.0,146.2382813,294.2919922,149.0224609,306.9404297,18.26660156,31.89257813,142.7998047,257.1611328,2.0,170.18,177.8,135.0,1,0
309.0,8,45.0,36.0,48.75,43.25,31.25,1.0,0.5,28.5,2.0,182.88,185.0,42.0,4.0,108.0,4.0,5.0,0.0,0.0,4.0,1.0,180.34,180.34,205.0,1,0
310.0,1,159.0,91.0,199.0,113.0,52.0,21.0,11.0,70.0,0.0,160.02,115.0,196.0,145.0,200.0,146.0,46.0,24.0,186.0,139.0,0.0,154.94,152.4,115.0,0,0
311.0,6,26.5,52.0,36.0,120.0,36.0,11.5,9.5,26.0,0.0,185.42,170.0,54.25,70.125,70.125,132.25,6.875,13.5,43.25,38.5,1.0,187.96,187.96,170.0,1,0
312.0,5,179.5,156.25,184.5,165.75,117.25,16.25,10.0,150.5,0.0,180.34,155.0,46.0,57.0,63.0,67.0,5.0,7.0,39.0,28.0,0.0,182.88,190.5,155.0,1,0
313.0,5,97.42590332,117.8376465,162.0180664,157.8677979,76.7845459,19.25073242,13.99401855,96.88928223,2.0,170.18,155.0,106.625,115.125,117.375,122.625,9.25,7.5,88.25,101.5,0.0,172.72,175.26,155.0,1,0
314.0,2,80.0,72.0,81.0,72.0,58.0,12.0,7.0,47.0,0.0,177.8,145.0,36.0,56.875,77.2421875,83.0,2.0,5.8515625,20.0,31.52565765,0.0,167.64,175.26,135.0,1,0
315.0,4,119.538765,83.09047699,219.5693054,94.95055389,66.1919632,7.857063293,2.680831909,73.14394379,3.0,167.64,145.0,50.25,31.75,57.625,33.375,5.5,2.0,40.5,30.125,3.0,175.26,187.96,155.0,1,0
316.0,5,246.1390381,223.7438965,248.5882568,226.7331543,197.0665283,16.18334961,8.783813477,218.9093018,3.0,177.8,155.0,78.33496094,50.625,84.16119385,57.0512085,4.5390625,4.504760742,49.14300537,44.72412109,5.0,175.26,182.88,155.0,1,0
317.0,6,38.0,64.0,88.0,87.0,40.0,20.0,12.0,29.0,0.0,175.26,155.0,30.703125,50.390625,34.453125,59.96875,1.625,5.59375,24.53125,28.5,2.0,185.42,190.5,170.0,1,0
318.0,5,76.0,108.0,89.0,122.0,102.46875,15.0,9.0,65.0,0.0,172.72,155.0,45.5,43.0,77.5,53.5,5.5,23.5,18.0,15.5,0.0,175.26,177.8,155.0,1,0
319.0,3,77.90625,56.65625,86.75,51.3203125,48.125,10.0,8.0,34.3203125,0.0,167.64,135.0,140.0,125.0,224.0,161.0,18.0,7.0,103.0,117.0,0.0,165.1,165.1,135.0,0,0
320.0,3,67.5,89.0,78.5,91.0,70.0,9.6875,6.94921875,57.75,0.0,167.64,125.0,49.75,72.25,53.5,92.25,6.5,3.75,47.0,56.25,0.0,175.26,187.96,135.0,1,0
321.0,4,100.5,79.5,122.4492188,85.70532227,63.5,6.313084126,3.0,49.0,0.0,182.88,145.0,59.20507813,80.97982788,66.47949219,97.91763306,9.691955566,14.32644653,48.03616333,67.62411499,4.0,172.72,180.34,145.0,1,0
322.0,8,138.3374023,258.6149902,162.1503906,323.3344727,221.1955566,24.9128418,20.74804688,235.8762207,4.0,185.42,185.0,54.62109375,58.68554688,63.44189453,64.07519531,9.818359375,11.01806641,47.34960938,48.42236328,2.0,187.96,198.12,205.0,1,0
323.0,4,40.0,47.0,77.0,86.0,35.0,10.0,8.0,39.0,0.0,172.72,145.0,78.25,44.25,115.5,58.5,9.0,7.0,45.75,37.75,0.0,175.26,175.26,145.0,1,0
324.0,6,29.0,16.5,57.5,43.0,7.5,4.0,2.5,7.0,0.0,180.34,170.0,16.625,16.875,29.25,20.75,0.25,1.875,13.875,13.125,0.0,177.8,187.96,170.0,1,0
325.0,6,32.75,16.125,40.5,20.625,14.625,1.375,0.625,13.375,2.0,175.26,170.0,37.78125,40.0625,49.703125,61.59375,8.59375,6.28125,25.109375,27.53125,3.0,182.88,190.5,170.0,1,0
326.0,6,49.1875,50.125,52.0,61.0,33.25,11.5,6.94921875,29.5,0.0,177.8,170.0,70.90625,74.5,77.59375,95.65625,3.65625,3.0625,61.09375,61.21875,3.0,182.88,180.34,170.0,1,0
327.0,3,44.0,51.0,89.0,74.0,47.0,3.0,3.0,42.0,0.0,170.18,135.0,20.0,25.0,48.5,59.0,5.0,5.0,9.0,5.5,1.0,167.64,162.56,145.0,1,0
328.0,3,62.0,50.5,70.5,77.0,36.0,11.5,7.0,29.5,0.0,167.64,135.0,70.625,47.625,118.5,72.0,3.875,3.375,45.0,31.0,0.0,175.26,185.42,135.0,1,0
329.0,3,83.5,120.0,88.5,126.5,93.0,12.5,10.0,109.0,0.0,167.64,135.0,154.1875,134.1875,162.625,153.25,31.9375,23.25,149.375,119.25,0.0,172.72,190.5,135.0,1,0
330.0,8,54.8671875,45.28125,63.65234375,54.17578125,27.0546875,8.8515625,4.91796875,38.890625,3.0,177.8,205.0,46.28619385,43.99688721,52.57647705,67.01123047,5.516418457,8.269897461,39.6539917,31.65997314,5.0,190.5,203.2,205.0,1,0
331.0,6,275.0,170.0,277.0,173.0,136.0,12.0,7.0,158.0,0.0,185.42,170.0,140.7440888,144.334918,147.4076912,151.9257129,17.78073269,24.28943503,129.8051336,116.0262135,7.0,175.26,177.8,170.0,1,0
332.0,8,85.4778862,92.57146454,120.0620384,100.6584129,75.40815353,11.5032692,7.087985992,86.55991364,5.0,187.96,205.0,100.0,87.5,102.5,91.5,7.0,3.5,91.5,72.5,1.0,193.04,198.12,205.0,1,0
333.0,4,118.0,147.5,124.0,156.75,117.0,10.0,6.25,143.0,0.0,180.34,155.0,135.375,136.125,138.625,157.375,11.875,13.75,129.375,129.375,2.0,172.72,175.26,145.0,1,0
334.0,8,119.5,65.9453125,157.875,62.0,52.375,5.9921875,4.0,50.390625,0.0,193.04,185.0,29.0,14.0,76.0,21.0,4.0,4.0,11.0,13.0,1.0,190.5,195.58,205.0,1,0
335.0,7,52.0,30.5,82.0,63.5,19.0,3.0,2.0,21.0,0.0,190.5,205.0,36.0,34.375,52.125,81.0,2.75,7.25,23.875,17.5,1.0,182.88,190.5,185.0,1,0
336.0,3,195.1523438,146.7148438,226.421875,164.6601563,128.4882813,15.52734375,11.9140625,138.6835938,1.0,170.18,135.0,179.0,173.5,236.0,227.0,39.0,29.0,156.5,148.5,0.0,172.72,172.72,135.0,1,0
337.0,6,44.9140625,28.54980469,73.328125,37.61328125,19.62207031,3.162109375,2.504882813,19.93066406,1.0,180.34,170.0,59.18554688,63.32421875,66.90039063,90.62695313,4.46875,4.19140625,50.81445313,55.23828125,3.0,177.8,185.42,170.0,1,0
338.0,7,72.0,82.0,89.0,147.0,76.0,6.0,3.0,65.0,0.0,190.5,205.0,55.375,63.625,77.75,84.0,10.25,14.125,41.875,37.25,0.0,187.96,190.5,185.0,1,0
339.0,6,53.0,21.0,132.0,59.0,10.0,3.0,3.0,10.0,0.0,182.88,170.0,7.0,18.0,10.0,22.0,2.0,0.0,6.0,7.0,0.0,180.34,185.42,170.0,1,0
340.0,3,130.0,232.0,141.0,240.0,143.0,22.0,14.0,221.0,0.0,167.64,135.0,82.91870117,85.73901367,83.13220215,86.11706543,17.34875488,16.01757813,80.6517334,84.22619629,5.0,170.18,175.26,135.0,1,0
341.0,3,96.0390625,72.0,112.625,88.8125,58.63574219,20.32958984,15.0,43.5,0.0,162.56,125.0,94.75,122.0,122.75,183.5,6.75,7.25,83.75,91.5,0.0,162.56,172.72,135.0,0,0
342.0,3,191.5878906,148.0117188,199.2460938,162.25,128.5390625,10.58789063,7.59375,137.6269531,4.0,172.72,135.0,78.2578125,104.9921875,78.6796875,107.7109375,6.2265625,15.7578125,77.09375,96.0390625,2.0,167.64,170.18,135.0,1,0
343.0,4,32.0,30.0,32.0,42.0,23.0,3.0,1.0,27.0,1.0,172.72,145.0,108.0119629,88.19566345,126.75,94.703125,6.0,31.89257813,86.52539063,67.33203125,0.0,172.72,177.8,145.0,1,0
344.0,3,41.0,36.0,39.25,64.0,31.375,6.5,4.0,22.328125,0.0,175.26,135.0,80.875,91.5,86.0,104.0625,5.625,9.5625,75.375,75.1875,1.0,175.26,167.64,135.0,0,0
345.0,5,88.96875,61.859375,154.5,112.0,42.5625,7.5625,6.0,41.0,0.0,172.72,155.0,100.0,115.0,141.0,119.0,12.0,13.0,46.0,109.0,0.0,167.64,172.72,135.0,1,0
346.0,8,90.15234375,93.08789063,110.8105469,121.2636719,78.87109375,10.203125,6.83984375,70.8125,1.0,180.34,185.0,30.93015289,39.68340302,34.23877716,45.17525482,2.957305908,2.863166809,22.79550934,31.52565765,9.0,182.88,187.96,185.0,1,0
347.0,5,73.25,80.5,73.25,90.5,74.75,3.75,2.5,76.0,1.0,170.18,155.0,106.9033203,93.74267578,151.5,111.7475586,11.99633789,10.75390625,82.60009766,66.44384766,1.0,182.88,193.04,170.0,1,0
348.0,6,23.0,42.9375,51.0625,94.3125,31.3125,5.75,5.25,16.5625,0.0,175.26,155.0,34.40625,62.125,50.59375,149.75,9.59375,11.0,14.65625,17.84375,2.0,187.96,195.58,170.0,1,0
349.0,5,97.5,71.0,113.5200195,107.0,56.3515625,12.0,8.5,57.20410156,0.0,182.88,155.0,92.265625,124.1816406,102.5,184.5,4.640625,3.5,72.27460909,75.0,0.0,170.18,180.34,155.0,1,0
350.0,9,81.02734375,65.9453125,103.640625,78.96484375,56.41015625,6.0234375,4.6015625,58.3828125,4.0,193.04,231.0,141.1118164,80.06396484,247.4355469,90.85888672,7.717773438,12.53125,62.37939453,58.22119141,9.0,185.42,195.58,240.0,1,0
351.0,8,107.5,85.25,130.0,135.5,66.5,11.5,8.5,58.0,1.0,193.04,205.0,190.0,167.0,195.0,175.0,14.0,5.0,177.0,137.0,0.0,193.04,198.12,205.0,1,0
352.0,7,60.0,61.5,65.0,92.0,48.5,10.0,6.5,42.5,0.0,193.04,205.0,43.703125,38.203125,66.3046875,69.8359375,6.15625,3.78125,27.3125,27.5,0.0,185.42,198.12,185.0,1,0
353.0,8,58.125,38.21875,60.875,45.40625,30.15625,4.0625,3.125,34.34375,3.0,193.04,205.0,120.492487,128.9846153,152.001976,132.2446747,26.89217186,17.97950077,94.57526875,120.5771599,5.0,193.04,213.36,205.0,1,0
354.0,4,41.0,11.0,201.0,26.0,10.0,0.0,0.0,10.0,0.0,177.8,145.0,62.92687988,88.19566345,73.19934082,103.6734161,8.791427612,12.6937561,44.9690094,69.67506409,1.0,175.26,177.8,155.0,1,0
355.0,4,62.0,78.0,77.0,81.0,59.0,9.5,4.5,70.75,0.0,172.72,145.0,153.0,104.5,168.0,126.0,29.0,13.0,141.5,91.0,1.0,182.88,187.96,145.0,1,0
356.0,8,112.0,70.5,140.375,96.375,66.75,2.25,1.625,65.125,3.0,185.42,185.0,53.8125,47.375,76.8125,63.78125,6.40625,6.875,37.0625,34.15625,2.0,182.88,190.5,205.0,1,0
357.0,3,111.71875,114.59375,123.296875,156.03125,96.921875,13.5,9.34375,88.140625,0.0,167.64,135.0,57.125,70.375,65.875,76.5,14.75,6.5,51.25,63.75,0.0,172.72,175.26,135.0,1,0
