id,B_Height_cms,B_Weight_lbs,B_age,B_total_rounds_fought,R_Reach_cms,weight_class,B_longest_win_streak,R_age,R_Height_cms,R_Weight_lbs,R_avg_CTRL_time(seconds),B_avg_opp_CTRL_time(seconds),B_avg_CTRL_time(seconds),B_avg_LEG_landed,B_current_win_streak,R_avg_DISTANCE_landed,B_Stance_Orthodox,R_avg_TD_pct,B_avg_SIG_STR_pct,R_avg_opp_BODY_att
320.0,167.64,125.0,27.0,0.0,187.96,3,0.0,25.0,175.26,135.0,39.25,92.375,95.0,4.0,0.0,20.25,True,0.25,0.46,3.75
321.0,182.88,145.0,31.0,0.0,180.34,4,0.0,38.0,172.72,145.0,54.33004761,92.375,95.0,4.0,0.0,21.24630737,False,0.199010925,0.46,14.32644653
322.0,185.42,185.0,39.0,28.0,198.12,8,5.0,36.0,187.96,205.0,58.53955078,222.4055176,48.38549805,2.645751953,5.0,24.13427734,True,0.182460938,0.513720703,11.01806641
323.0,172.72,145.0,24.0,3.0,175.26,4,1.0,31.0,175.26,145.0,176.75,193.0,407.0,3.0,1.0,16.75,True,0.2225,0.37,7.0
324.0,180.34,170.0,30.0,5.0,187.96,6,2.0,30.0,177.8,170.0,114.5,72.5,512.5,2.0,2.0,2.375,True,0.7075,0.645,1.875
325.0,175.26,170.0,26.0,6.0,190.5,6,1.0,29.0,182.88,170.0,86.78125,40.25,31.625,0.875,0.0,13.40625,True,0.2890625,0.435,6.28125
326.0,177.8,170.0,28.0,0.0,180.34,6,0.0,29.0,182.88,170.0,30.65625,92.375,95.0,4.0,0.0,27.3125,True,0.393125,0.46,3.0625
327.0,170.18,135.0,24.0,3.0,162.56,3,1.0,29.0,167.64,145.0,10.0,194.0,485.0,8.0,1.0,0.5,True,0.0,0.4,5.0
328.0,167.64,135.0,38.0,5.0,185.42,3,1.0,30.0,175.26,135.0,403.625,197.5,159.0,3.5,0.0,11.625,False,0.44375,0.545,3.375
329.0,167.64,135.0,31.0,6.0,190.5,3,1.0,32.0,172.72,135.0,41.25,60.5,32.5,2.5,0.0,64.3125,False,0.0625,0.425,23.25
330.0,177.8,205.0,34.0,16.0,203.2,8,3.0,34.0,190.5,205.0,52.65270996,3.7421875,262.8203125,1.0,0.0,15.59735107,True,0.087763672,0.495078125,8.269897461
331.0,185.42,170.0,26.0,3.0,177.8,6,1.0,35.0,175.26,170.0,61.95867759,43.0,0.0,11.0,1.0,57.66005015,True,0.189209952,0.35,24.28943503
332.0,187.96,205.0,34.0,41.0,198.12,8,4.0,26.0,193.04,205.0,3.5,108.4706192,54.55792999,11.03180313,0.0,35.0,False,0.0,0.429866219,3.5
333.0,180.34,155.0,28.0,8.0,175.26,4,3.0,26.0,172.72,145.0,43.375,28.5,77.0,21.25,3.0,40.0,True,0.04125,0.4925,13.75
334.0,193.04,185.0,25.0,0.0,195.58,8,0.0,28.0,190.5,205.0,175.0,92.375,95.0,4.0,0.0,6.0,True,0.75,0.46,4.0
335.0,190.5,205.0,30.0,5.0,190.5,7,2.0,27.0,182.88,185.0,67.625,246.5,251.0,4.0,2.0,7.0,True,0.375,0.805,7.25
336.0,170.18,135.0,30.0,26.0,172.72,3,5.0,29.0,172.72,135.0,449.0,82.28515625,328.125,1.5703125,1.0,56.0,True,0.41,0.327070313,29.0
337.0,180.34,170.0,33.0,24.0,185.42,6,2.0,30.0,177.8,170.0,116.4042969,83.1328125,63.58007813,2.060546875,0.0,14.63671875,True,0.773222656,0.562226563,4.19140625
338.0,190.5,205.0,23.0,3.0,190.5,7,0.0,25.0,187.96,185.0,222.875,352.0,0.0,0.0,0.0,19.625,True,0.0,0.25,14.125
339.0,182.88,170.0,29.0,3.0,185.42,6,1.0,28.0,180.34,170.0,71.0,163.0,656.0,7.0,1.0,3.0,True,0.0,0.77,0.0
340.0,167.64,135.0,29.0,3.0,175.26,3,0.0,36.0,170.18,135.0,5.349975586,49.0,11.0,14.0,0.0,28.01269531,False,0.000284424,0.42,16.01757813
341.0,162.56,125.0,32.0,0.0,172.72,3,0.0,32.0,162.56,135.0,397.5,92.375,95.0,4.0,0.0,38.0,True,0.2925,0.46,7.25
342.0,172.72,135.0,33.0,21.0,170.18,3,2.0,32.0,167.64,135.0,15.1484375,138.1582031,85.453125,3.306640625,2.0,29.5234375,True,0.62890625,0.400019531,15.7578125
343.0,172.72,145.0,29.0,1.0,177.8,4,1.0,28.0,172.72,145.0,120.0,0.0,109.0,6.0,1.0,21.75,True,0.25,0.5,8.828125
344.0,175.26,135.0,28.0,0.0,167.64,3,0.0,34.0,175.26,135.0,8.5625,92.375,95.0,4.0,0.0,23.4375,True,0.0,0.46,9.5625
345.0,172.72,155.0,25.0,0.0,172.72,5,0.0,25.0,167.64,135.0,302.0,92.375,95.0,4.0,0.0,13.0,True,0.53,0.46,13.0
346.0,180.34,185.0,43.0,30.0,187.96,8,4.0,36.0,182.88,185.0,14.39648438,188.640625,79.3203125,5.673828125,2.0,6.720657349,True,0.000259399,0.407363281,2.863166809
347.0,170.18,155.0,33.0,6.0,193.04,5,1.0,26.0,182.88,170.0,129.9892578,80.25,19.0,0.0,0.0,22.0090332,False,0.296955566,0.21,10.75390625
348.0,175.26,155.0,34.0,13.0,195.58,6,1.0,27.0,187.96,170.0,61.40625,303.0,324.25,0.8125,1.0,5.1875,True,0.03125,0.306875,11.0
349.0,182.88,155.0,25.0,0.0,180.34,5,0.0,28.0,170.18,155.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
350.0,193.04,231.0,37.0,20.0,195.58,9,5.0,32.0,185.42,240.0,648.7250977,90.578125,105.3320313,9.44140625,0.0,28.46533203,True,0.192568359,0.615703125,12.53125
351.0,193.04,205.0,31.0,7.0,198.12,8,1.0,26.0,193.04,205.0,5.0,286.25,116.5,10.5,0.0,69.0,False,0.0,0.5725,5.0
352.0,193.04,205.0,27.0,4.0,198.12,7,1.0,31.0,185.42,185.0,257.015625,121.0,120.5,2.5,0.0,8.734375,True,0.42546875,0.41,3.78125
353.0,193.04,205.0,30.0,10.0,213.36,8,6.0,32.0,193.04,205.0,224.7459154,71.75,19.40625,7.1875,6.0,57.7664547,False,0.152359142,0.599375,17.97950077
354.0,177.8,145.0,31.0,3.0,177.8,4,1.0,37.0,175.26,155.0,258.9589081,305.0,445.0,7.0,1.0,14.10664368,False,0.335656128,0.56,12.6937561
355.0,172.72,145.0,33.0,6.0,187.96,4,1.0,30.0,182.88,145.0,0.0,9.5,155.0,5.25,1.0,58.5,True,0.0,0.4475,13.0
356.0,185.42,185.0,28.0,8.0,190.5,8,4.0,28.0,182.88,205.0,179.90625,164.75,118.0,3.5,4.0,7.75,True,0.2965625,0.415,6.875
357.0,167.64,135.0,37.0,21.0,175.26,3,3.0,37.0,172.72,135.0,4.625,278.59375,82.828125,9.859375,3.0,21.625,True,0.0,0.46859375,6.5
358.0,185.42,185.0,36.0,14.0,182.88,7,1.0,26.0,182.88,170.0,123.5,20.3046875,53.8671875,1.671875,1.0,25.0,True,0.75,0.62390625,2.75
359.0,190.5,205.0,30.0,1.0,187.96,8,1.0,26.0,190.5,205.0,227.8125,150.0,0.0,1.0,1.0,1.140625,True,0.92890625,0.4,1.6875
360.0,195.58,265.0,32.0,15.0,198.12,9,2.0,35.0,190.5,249.0,309.9345703,2.21875,91.359375,14.234375,0.0,51.93603516,True,0.322094727,0.53796875,11.91601563
361.0,185.42,185.0,27.0,1.0,198.12,7,1.0,33.0,185.42,185.0,226.9384766,34.0,74.0,0.0,1.0,23.48339844,False,0.589091797,0.73,10.67382813
362.0,185.42,185.0,33.0,7.0,190.5,7,1.0,25.0,180.34,170.0,324.0,48.34375,37.0,1.03125,0.0,9.0,True,0.71,0.514375,11.0
363.0,167.64,125.0,26.0,1.0,167.64,2,0.0,23.0,165.1,125.0,233.0,21.0,0.0,3.0,0.0,10.0,False,0.33,0.27,3.0
364.0,180.34,170.0,26.0,31.0,182.88,6,3.0,38.0,177.8,170.0,147.0400326,24.03344727,290.5378418,5.496826172,2.0,13.49611978,True,0.297840933,0.444528809,17.47646207
365.0,187.96,170.0,30.0,15.0,182.88,6,2.0,31.0,180.34,170.0,61.75,145.234375,26.1953125,1.28125,0.0,41.5,True,0.5,0.392734375,17.25
366.0,162.56,115.0,30.0,0.0,167.64,3,0.0,34.0,175.26,135.0,12.78125,92.375,95.0,4.0,0.0,86.71875,False,0.0,0.46,10.28125
367.0,187.96,170.0,33.0,23.0,182.88,6,5.0,37.0,182.88,170.0,85.6730957,67.16796875,240.7304688,2.216796875,1.0,21.10302734,True,0.378798828,0.534746094,10.80712891
368.0,187.96,205.0,27.0,3.0,187.96,7,1.0,34.0,185.42,185.0,38.5,144.0,118.0,7.0,1.0,8.5,True,0.2,0.46,5.5
369.0,180.34,170.0,36.0,42.0,185.42,6,4.0,30.0,182.88,170.0,120.0,35.0713501,45.55140686,0.906723022,0.0,21.75,True,0.25,0.418142395,8.828125
370.0,172.72,135.0,34.0,6.0,170.18,3,1.0,31.0,165.1,135.0,2.0,156.25,79.75,5.875,0.0,10.0,True,0.0,0.35875,15.0
371.0,175.26,170.0,31.0,43.0,185.42,6,7.0,25.0,182.88,170.0,61.125,111.1251602,55.71073151,30.48256683,0.0,15.875,True,0.25,0.487799911,8.25
372.0,172.72,145.0,26.0,1.0,175.26,4,0.0,31.0,165.1,145.0,121.0,5.0,34.0,5.0,0.0,40.5,True,0.0,0.26,30.0
373.0,172.72,145.0,30.0,8.0,190.5,4,1.0,26.0,182.88,155.0,210.0,186.5,195.5,19.0,1.0,17.375,True,0.165,0.445,15.875
374.0,177.8,145.0,24.0,9.0,185.42,4,2.0,28.0,177.8,145.0,112.4385376,275.75,158.0,6.75,0.0,56.67523193,True,0.799306641,0.4025,18.08276367
375.0,182.88,170.0,33.0,6.0,182.88,6,1.0,41.0,185.42,170.0,123.8933042,25.25,18.25,3.5,1.0,28.72582185,True,0.063997555,0.555,9.901566587
376.0,187.96,155.0,25.0,7.0,187.96,5,2.0,35.0,190.5,155.0,73.875,219.75,216.5,3.25,2.0,8.078125,True,0.4578125,0.4425,5.84375
377.0,175.26,155.0,28.0,3.0,177.8,5,0.0,36.0,175.26,155.0,58.234375,183.0,78.0,25.0,0.0,18.296875,True,0.16875,0.57,11.71875
378.0,185.42,205.0,39.0,48.0,198.12,8,3.0,24.0,190.5,205.0,190.0,87.00462151,28.40359926,4.080101967,0.0,70.0,True,0.16,0.375108905,14.0
379.0,193.04,205.0,29.0,17.0,190.5,8,3.0,38.0,182.88,205.0,151.7565598,193.90625,38.171875,1.421875,0.0,21.71075058,True,0.207444253,0.4234375,12.39190483
380.0,172.72,155.0,31.0,27.0,182.88,5,3.0,27.0,175.26,155.0,69.5,46.67419434,44.19909668,2.04284668,0.0,22.5,False,0.05,0.518840332,16.25
381.0,177.8,145.0,23.0,0.0,175.26,4,0.0,37.0,170.18,145.0,358.0,92.375,95.0,4.0,0.0,13.0,True,0.2525,0.46,5.0
382.0,182.88,170.0,32.0,7.0,177.8,6,2.0,23.0,175.26,170.0,74.3125,71.375,188.375,0.25,2.0,21.75,False,0.375,0.66375,3.625
383.0,172.72,155.0,33.0,59.0,187.96,6,5.0,35.0,180.34,170.0,23.01152802,58.33173966,175.5151277,5.743183374,0.0,35.33612823,False,0.016935349,0.640006368,29.23931885
384.0,190.5,205.0,28.0,6.0,200.66,8,1.0,28.0,187.96,205.0,242.328125,93.5,66.0,1.75,0.0,8.78125,True,0.515390625,0.495,2.6875
385.0,177.8,155.0,30.0,0.0,177.8,5,0.0,34.0,170.18,155.0,391.25,92.375,95.0,4.0,0.0,9.3359375,True,0.28921875,0.46,24.7421875
386.0,172.72,125.0,23.0,0.0,175.26,2,0.0,25.0,162.56,125.0,570.0,92.375,95.0,4.0,0.0,33.0,True,0.0,0.46,2.0
387.0,172.72,155.0,27.0,5.0,177.8,5,3.0,30.0,175.26,170.0,279.890625,43.5,112.25,0.25,3.0,29.10546875,True,0.565898438,0.3725,15.421875
388.0,172.72,145.0,27.0,4.0,182.88,5,1.0,27.0,180.34,155.0,120.0,32.5,495.5,0.0,0.0,21.75,True,0.25,0.64,8.828125
389.0,180.34,170.0,29.0,0.0,182.88,6,0.0,36.0,177.8,170.0,168.2703857,92.375,95.0,4.0,0.0,39.2512207,True,0.469727783,0.46,13.96624756
390.0,175.26,155.0,23.0,9.0,182.88,4,4.0,25.0,170.18,145.0,82.5,30.125,181.875,6.25,4.0,10.5,False,0.25,0.44,1.5
391.0,180.34,170.0,37.0,50.0,177.8,6,4.0,33.0,175.26,170.0,25.33884144,194.1511726,78.45523643,10.47231293,0.0,34.56080246,True,0.027359238,0.546007957,11.63096046
392.0,172.72,145.0,27.0,23.0,177.8,5,4.0,30.0,177.8,155.0,66.1875,449.5,107.8828125,2.6953125,1.0,56.84375,True,0.1103125,0.406640625,9.03125
393.0,185.42,185.0,29.0,0.0,198.12,7,0.0,25.0,185.42,185.0,275.75,92.375,95.0,4.0,0.0,13.0,True,0.4425,0.46,5.0
394.0,185.42,185.0,29.0,16.0,187.96,7,3.0,29.0,185.42,185.0,86.0324707,93.59375,184.90625,10.875,3.0,23.16113281,True,0.130126953,0.316875,12.01635742
395.0,180.34,155.0,27.0,0.0,187.96,5,0.0,33.0,175.26,155.0,81.03125,92.375,95.0,4.0,0.0,23.6875,False,0.03125,0.46,4.28125
396.0,185.42,185.0,26.0,8.0,190.5,7,1.0,27.0,190.5,185.0,78.0,296.75,187.5,7.75,1.0,11.5,False,0.0,0.615,4.0
397.0,177.8,170.0,34.0,25.0,190.5,6,2.0,39.0,177.8,170.0,78.0,372.4980469,75.0703125,16.61523438,1.0,24.6875,True,0.359375,0.436445313,19.1875
398.0,167.64,125.0,30.0,8.0,167.64,3,1.0,30.0,165.1,135.0,119.625,303.25,78.125,3.625,0.0,35.25,True,0.04625,0.43125,8.75
399.0,170.18,125.0,21.0,1.0,177.8,2,1.0,27.0,175.26,125.0,214.5,0.0,246.0,0.0,1.0,34.0,False,0.375,0.72,12.25
400.0,172.72,135.0,28.0,22.0,172.72,3,2.0,26.0,172.72,135.0,206.78125,270.4140625,86.3515625,1.84375,0.0,26.71875,True,0.4209375,0.446640625,8.5625
401.0,177.8,170.0,31.0,46.0,177.8,5,6.0,34.0,170.18,155.0,144.0,93.84916687,149.8937225,2.29296875,6.0,31.15625,False,0.25,0.272975159,8.96875
402.0,172.72,135.0,35.0,1.0,165.1,3,0.0,28.0,167.64,135.0,15.5,182.0,55.0,0.0,0.0,24.5,True,0.5,0.66,7.0
403.0,165.1,125.0,25.0,2.0,175.26,2,0.0,21.0,167.64,125.0,65.5,251.0,141.0,2.0,0.0,55.625,True,0.125,0.28,18.625
404.0,190.5,264.0,33.0,28.0,195.58,9,4.0,28.0,193.04,238.0,19.1015625,131.1452217,182.2104073,2.443939209,2.0,34.2265625,False,0.3125,0.632979584,0.453125
405.0,185.42,155.0,32.0,0.0,177.8,5,0.0,41.0,175.26,155.0,28.96644497,92.375,95.0,4.0,0.0,39.15004253,True,0.174595261,0.46,25.5212841
406.0,170.18,155.0,28.0,18.0,180.34,5,2.0,29.0,167.64,155.0,43.0,303.25,418.0,19.1875,0.0,20.0,False,0.18,0.58375,4.0
407.0,167.64,125.0,31.0,20.0,182.88,2,1.0,31.0,170.18,125.0,0.0,232.921875,47.28125,10.609375,0.0,0.0,True,0.0,0.35046875,0.0
408.0,177.8,155.0,26.0,8.0,177.8,5,3.0,29.0,175.26,170.0,330.5625,103.25,58.0,2.375,0.0,48.421875,True,0.26359375,0.52125,20.6875
409.0,170.18,135.0,28.0,8.0,172.72,3,1.0,34.0,167.64,135.0,85.25,78.75,42.75,2.25,0.0,11.25,True,0.2,0.28,9.75
410.0,172.72,155.0,31.0,15.0,177.8,4,2.0,32.0,172.72,145.0,15.34765625,287.0625,293.5625,6.0,1.0,48.21484375,True,0.1015625,0.504375,21.23046875
411.0,187.96,170.0,24.0,1.0,185.42,6,1.0,37.0,185.42,170.0,120.0,0.0,14.0,0.0,1.0,21.75,False,0.25,0.5,8.828125
412.0,187.96,205.0,24.0,4.0,187.96,6,1.0,28.0,177.8,170.0,54.0,40.5,36.5,1.0,1.0,4.0,True,0.0,0.515,1.0
413.0,177.8,155.0,23.0,2.0,185.42,5,1.0,27.0,180.34,155.0,19.5,215.0,7.0,7.0,1.0,10.0,True,0.125,0.41,7.0
414.0,190.5,230.0,32.0,20.0,190.5,8,4.0,46.0,185.42,205.0,290.3678741,132.4492188,116.9804688,25.06054688,4.0,16.69605255,True,0.187720947,0.478671875,5.304336548
415.0,162.56,135.0,31.0,21.0,167.64,2,4.0,31.0,160.02,125.0,720.7957764,1.9375,314.1796875,6.265625,4.0,31.22219849,True,0.742101746,0.45125,10.83729553
416.0,162.56,125.0,29.0,0.0,162.56,1,0.0,25.0,160.02,115.0,104.5,92.375,95.0,4.0,0.0,28.5,True,0.33,0.46,8.5
417.0,167.64,125.0,30.0,6.0,167.64,3,1.0,27.0,167.64,135.0,207.5,156.0,140.0,8.5,0.0,14.5,True,0.375,0.565,7.5
418.0,180.34,170.0,29.0,4.0,190.5,6,1.0,24.0,180.34,170.0,223.25,456.0,45.0,1.0,1.0,13.5,True,0.4,0.485,4.5
419.0,162.56,125.0,28.0,6.0,170.18,2,2.0,23.0,160.02,135.0,30.625,113.5,140.0,3.0,2.0,27.625,True,0.25,0.415,5.9375
420.0,177.8,185.0,26.0,3.0,185.42,7,0.0,30.0,177.8,185.0,168.40625,37.0,127.0,8.0,0.0,6.90625,False,0.1975,0.52,23.21875
421.0,180.34,170.0,24.0,0.0,187.96,8,0.0,29.0,190.5,205.0,203.9941406,92.375,95.0,4.0,0.0,10.19189453,True,0.25215332,0.46,4.583984375
422.0,170.18,145.0,27.0,12.0,187.96,4,3.0,26.0,175.26,155.0,196.5,74.96875,114.5625,2.40625,1.0,29.0,True,0.4,0.40375,3.0
423.0,180.34,170.0,26.0,34.0,182.88,6,3.0,28.0,177.8,170.0,194.0,12.01672363,291.2689209,2.748413086,2.0,51.0,True,0.775,0.462264404,11.25
424.0,160.02,125.0,36.0,3.0,162.56,2,1.0,24.0,165.1,125.0,138.0,0.0,42.0,1.0,1.0,12.5,True,0.08,0.2,7.5
425.0,190.5,235.0,38.0,17.0,203.2,9,3.0,28.0,193.04,265.0,458.5117188,12.90625,81.796875,3.109375,0.0,6.80078125,True,0.52640625,0.44359375,1.296875
426.0,177.8,170.0,25.0,1.0,190.5,6,1.0,27.0,182.88,170.0,120.0,202.0,60.0,0.0,1.0,21.75,True,0.25,0.5,8.828125
427.0,167.64,135.0,38.0,24.0,177.8,3,3.0,26.0,172.72,135.0,58.71875,143.296875,166.4140625,10.9296875,3.0,21.875,True,0.56765625,0.509296875,17.6015625
428.0,177.8,170.0,27.0,2.0,177.8,6,2.0,25.0,177.8,155.0,85.5,0.0,139.5,0.5,2.0,0.5,True,0.33,0.41,1.5
429.0,175.26,155.0,29.0,10.0,172.72,5,4.0,33.0,172.72,145.0,115.4491615,15.0,40.875,20.625,4.0,19.66828918,False,0.148132858,0.42875,4.23141098
430.0,177.8,125.0,25.0,3.0,185.42,3,1.0,23.0,167.64,135.0,121.0,206.0,33.5,1.5,1.0,47.0,False,0.66,0.52,14.0
431.0,187.96,205.0,30.0,10.0,195.58,8,3.0,29.0,187.96,185.0,37.0,106.75,14.125,3.875,3.0,14.8125,True,0.03125,0.25375,4.15625
432.0,172.72,135.0,25.0,0.0,167.64,3,0.0,24.0,172.72,125.0,92.25,92.375,95.0,4.0,0.0,53.5,True,0.125,0.46,10.5
433.0,198.12,205.0,27.0,3.0,200.66,8,3.0,30.0,190.5,205.0,221.9030762,1.25,4.0,0.75,3.0,33.23803711,True,0.25263916,0.6925,6.240234375
434.0,175.26,170.0,29.0,14.0,190.5,6,2.0,33.0,187.96,170.0,82.17651367,58.59375,173.78125,0.09375,2.0,11.76159668,True,0.268798828,0.3940625,2.973022461
435.0,175.26,155.0,22.0,2.0,182.88,6,1.0,22.0,180.34,170.0,0.0,139.0,195.0,2.0,1.0,0.0,True,0.0,0.48,1.0
436.0,172.72,145.0,34.0,42.0,172.72,4,6.0,36.0,167.64,135.0,176.5696909,79.71765137,75.10461426,22.39099121,0.0,24.71645188,True,0.141483138,0.61307373,4.13091135
437.0,170.18,145.0,33.0,0.0,177.8,4,0.0,29.0,170.18,145.0,187.0368042,92.375,95.0,4.0,0.0,7.122741699,False,0.268300171,0.46,9.93371582
438.0,193.04,242.0,27.0,2.0,213.36,9,1.0,23.0,210.82,265.0,20.2421875,114.0,44.0,11.0,1.0,18.17578125,True,0.0234375,0.57,3.93359375
439.0,180.34,155.0,27.0,0.0,185.42,5,0.0,26.0,177.8,155.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
440.0,190.5,185.0,25.0,0.0,190.5,7,0.0,29.0,185.42,185.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
441.0,187.96,185.0,31.0,25.0,198.12,7,4.0,32.0,187.96,185.0,119.4121094,8.833007813,94.48046875,6.935546875,1.0,19.96484375,True,0.321582031,0.517910156,9.408203125
442.0,177.8,155.0,32.0,2.0,180.34,5,0.0,21.0,182.88,170.0,115.25,279.0,0.0,6.0,0.0,8.8125,True,0.15,0.2,1.375
443.0,180.34,205.0,31.0,7.0,190.5,8,2.0,31.0,185.42,205.0,155.75,93.75,36.25,3.75,2.0,2.0859375,True,0.5728125,0.2925,2.52734375
444.0,182.88,170.0,32.0,21.0,203.2,6,6.0,31.0,190.5,170.0,142.0779076,17.125,75.5546875,8.435546875,0.0,10.26940918,True,0.241434784,0.4371875,6.798358917
445.0,177.8,145.0,29.0,3.0,187.96,5,0.0,27.0,182.88,155.0,0.5,244.0,232.0,2.0,0.0,6.0,True,0.0,0.31,3.5
446.0,175.26,135.0,29.0,0.0,182.88,3,0.0,32.0,165.1,135.0,120.0,92.375,95.0,4.0,0.0,21.75,True,0.25,0.46,8.828125
447.0,177.8,170.0,26.0,3.0,182.88,6,1.0,23.0,187.96,170.0,120.0,205.0,84.0,2.5,1.0,21.75,True,0.25,0.45,8.828125
448.0,175.26,247.0,35.0,13.0,203.2,9,3.0,30.0,203.2,265.0,48.98828125,62.0,176.8125,2.59375,1.0,56.6328125,True,0.015625,0.576875,12.33984375
449.0,182.88,155.0,29.0,15.0,185.42,5,1.0,31.0,187.96,170.0,103.921875,234.125,31.09375,3.1875,1.0,72.8125,False,0.16390625,0.441875,26.984375
450.0,170.18,135.0,28.0,18.0,167.64,3,3.0,30.0,167.64,135.0,158.3515625,270.359375,200.4375,5.203125,1.0,14.6796875,True,0.102109375,0.59765625,9.6328125
451.0,177.8,170.0,25.0,0.0,185.42,6,0.0,32.0,177.8,170.0,120.5,92.375,95.0,4.0,0.0,53.0,True,0.0,0.46,13.0
452.0,167.64,125.0,32.0,0.0,167.64,3,0.0,34.0,162.56,135.0,27.0,92.375,95.0,4.0,0.0,14.0,True,0.0,0.46,15.0
453.0,185.42,185.0,39.0,61.0,187.96,7,8.0,41.0,182.88,185.0,0.549972534,132.1739423,75.7930088,12.78262687,8.0,15.99781764,False,2.03e-06,0.472029827,10.05361849
454.0,182.88,170.0,29.0,9.0,182.88,6,2.0,35.0,182.88,170.0,252.5,181.875,20.0,8.5,2.0,22.0,True,0.375,0.50625,7.0
455.0,170.18,135.0,29.0,11.0,170.18,3,2.0,35.0,162.56,135.0,228.0625,149.625,36.875,12.25,0.0,53.484375,True,0.27453125,0.46625,9.25
456.0,180.34,170.0,29.0,19.0,193.04,6,2.0,33.0,180.34,170.0,239.0625,75.0390625,41.375,3.3828125,2.0,46.109375,True,0.4575,0.420703125,20.25
457.0,177.8,170.0,27.0,23.0,190.5,6,2.0,27.0,180.34,170.0,35.25878906,60.5703125,108.5039063,9.58203125,2.0,46.73242188,True,0.0059375,0.555898438,8.099609375
458.0,180.34,170.0,26.0,0.0,182.88,6,0.0,23.0,182.88,170.0,32.0,92.375,95.0,4.0,0.0,13.0,True,0.0,0.46,2.0
459.0,172.72,155.0,27.0,10.0,177.8,5,2.0,28.0,175.26,155.0,128.5957031,44.125,2.5,9.625,2.0,53.59472656,True,0.28515625,0.30125,17.97363281
460.0,177.8,155.0,29.0,9.0,182.88,6,1.0,29.0,180.34,170.0,37.66088867,436.75,226.75,4.0,0.0,14.48193359,True,0.089902344,0.47,9.344238281
461.0,175.26,155.0,24.0,13.0,185.42,5,1.0,22.0,185.42,155.0,31.25,230.375,93.5,12.8125,1.0,14.5,True,0.0,0.250625,3.0
462.0,182.88,170.0,34.0,5.0,190.5,6,0.0,22.0,180.34,170.0,243.0,147.5,171.5,8.0,0.0,14.0,True,0.5,0.35,5.0
463.0,162.56,115.0,33.0,6.0,160.02,1,2.0,29.0,160.02,115.0,124.875,230.0,114.5,5.75,0.0,24.375,False,0.465,0.645,14.25
464.0,175.26,135.0,22.0,0.0,165.1,2,0.0,27.0,165.1,125.0,382.0,92.375,95.0,4.0,0.0,22.0,True,1.0,0.46,13.0
465.0,190.5,185.0,38.0,29.0,190.5,7,2.0,29.0,187.96,185.0,38.0,127.6748047,268.78125,3.731445313,0.0,49.0,True,0.0,0.530058594,4.0
466.0,175.26,155.0,28.0,8.0,177.8,5,2.0,24.0,172.72,155.0,157.0,88.625,32.0,7.0,0.0,15.5,True,0.33,0.46625,14.0
467.0,177.8,170.0,29.0,0.0,187.96,6,0.0,37.0,185.42,170.0,24.2265625,92.375,95.0,4.0,0.0,30.06640625,False,0.209960938,0.46,6.275390625
468.0,170.18,145.0,28.0,12.0,177.8,4,2.0,33.0,177.8,145.0,120.0,3.375,366.25,11.75,1.0,21.75,True,0.25,0.4025,8.828125
469.0,180.34,155.0,31.0,12.0,193.04,5,3.0,36.0,180.34,155.0,2.844482422,2.0625,17.875,13.40625,1.0,98.58578491,True,0.006184692,0.593125,20.24511719
470.0,172.72,155.0,30.0,3.0,190.5,5,1.0,28.0,187.96,170.0,59.0,1.0,254.0,13.0,1.0,46.0,False,0.0,0.45,6.0
471.0,167.64,155.0,33.0,24.0,172.72,5,3.0,26.0,167.64,135.0,268.125,748.5,105.5703125,1.5234375,2.0,13.125,True,0.33125,0.312734375,6.25
472.0,182.88,205.0,39.0,19.0,213.36,8,2.0,23.0,193.04,205.0,138.3125,40.375,192.0625,8.859375,1.0,7.375,True,0.64875,0.366875,2.5625
473.0,165.1,115.0,27.0,4.0,167.64,1,2.0,24.0,165.1,125.0,118.75,16.0,463.5,6.0,2.0,51.75,False,0.125,0.75,20.25
474.0,154.94,115.0,27.0,10.0,160.02,1,2.0,27.0,162.56,115.0,90.75,168.375,41.0,17.125,0.0,22.5,True,0.04,0.4425,19.75
475.0,180.34,170.0,30.0,7.0,187.96,6,1.0,28.0,177.8,170.0,120.0,89.5,375.25,3.0,1.0,21.75,True,0.25,0.6925,8.828125
476.0,167.64,135.0,28.0,6.0,185.42,3,0.0,29.0,180.34,135.0,25.0,78.0,289.0,4.0,0.0,39.5,True,0.165,0.35,11.25
477.0,167.64,125.0,27.0,1.0,167.64,2,0.0,23.0,165.1,125.0,199.5,0.0,94.0,0.0,0.0,24.0,True,0.665,0.31,10.5
478.0,193.04,231.0,34.0,7.0,185.42,9,2.0,35.0,182.88,263.0,204.375,30.5,60.625,4.125,0.0,12.75,True,0.53125,0.7025,14.0
479.0,187.96,170.0,29.0,7.0,180.34,5,2.0,33.0,175.26,155.0,496.546875,223.25,28.5,2.25,2.0,6.734375,True,0.4340625,0.4325,3.296875
480.0,167.64,125.0,30.0,3.0,170.18,2,1.0,31.0,172.72,135.0,70.625,103.0,484.0,15.0,1.0,59.09375,True,0.18125,0.6,11.71875
